time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/explained_variance,train/approx_kl,train/policy_gradient_loss,train/value_loss,train/learning_rate,train/entropy_loss,train/loss,train/clip_fraction,train/clip_range,train/n_updates
155,554,317440,572,-100.0,50.0,0.0065667033195495605,0.00463041,-0.0010849376412807032,1422.7998035430908,0.0003,-0.8802022991701961,715.2913818359375,0.0259765625,0.2,1540
156,554,319488,576,-100.0,50.0,0.0393826961517334,0.009547122,-0.003985741783981212,1462.6242544174195,0.0003,-0.8159903820604086,641.9121704101562,0.11650390625,0.2,1550
157,554,321536,579,-100.0,50.0,0.0,0.0005992212,0.0003155511658405885,1437.6321111679076,0.0003,-0.798377133719623,603.4299926757812,0.0,0.2,1560
158,554,323584,583,-100.0,50.0,-1.1920928955078125e-07,0.0028878357,0.0005508149246452376,1437.7198736190796,0.0003,-0.8444375358521938,913.5034790039062,0.03408203125,0.2,1570
159,554,325632,587,-100.0,50.0,5.960464477539063e-08,0.0020867218,3.765006113098934e-05,1438.180703163147,0.0003,-0.8498191457241774,712.2064819335938,0.010546875,0.2,1580
160,554,327680,590,-100.0,50.0,0.0031499862670898438,0.00084520073,-0.0010141963692149147,1433.2669715881348,0.0003,-0.7833272252231837,856.3306884765625,0.000439453125,0.2,1590
161,554,329728,594,-100.0,50.0,0.0,0.0013384836,0.0007232715783175081,1438.4297536849976,0.0003,-0.7420907888561488,722.4847412109375,0.03408203125,0.2,1600
162,554,331776,597,-100.0,50.0,0.0,0.006198827,-0.0007453350845025852,1429.9648000717164,0.0003,-0.7102164549753069,997.2440795898438,0.007666015625,0.2,1610
163,554,333824,601,-100.0,50.0,-1.1920928955078125e-07,0.0049480796,-0.0005067557765869423,1433.4496715545654,0.0003,-0.6774891432374716,726.7698974609375,0.01689453125,0.2,1620
164,554,335872,605,-100.0,50.0,-1.1920928955078125e-07,0.016517391,-0.0004085105450940318,1436.7485038757325,0.0003,-0.6655999064445496,736.2509155273438,0.0572265625,0.2,1630
165,555,337920,608,-100.0,50.0,0.0,0.0018555892,-0.0002489433114533313,1439.2803789138793,0.0003,-0.5619916385039687,794.361083984375,0.0314453125,0.2,1640
166,555,339968,612,-100.0,50.0,0.0,0.0044048224,0.0018454235891113059,1439.3861301422119,0.0003,-0.5058978073298931,804.2928466796875,0.086181640625,0.2,1650
167,555,342016,615,-100.0,50.0,0.0005058646202087402,0.00089883915,-0.0006831889535533264,1439.9717195510864,0.0003,-0.5812536275014282,700.8839111328125,0.025146484375,0.2,1660
168,555,344064,619,-100.0,50.0,0.0004923343658447266,0.0003701429,-3.8311071693897245e-05,1434.2542070388795,0.0003,-0.5989220097661019,957.2214965820312,0.009716796875,0.2,1670
169,555,346112,623,-100.0,50.0,0.0,0.0028858832,-0.0004030174750369042,1435.4993362426758,0.0003,-0.645703649893403,852.70166015625,0.030908203125,0.2,1680
170,555,348160,626,-100.0,50.0,0.0,0.004094624,-0.0013128879596479236,1433.1250959396361,0.0003,-0.5334103992208838,982.3889770507812,0.029833984375,0.2,1690
171,555,350208,630,-100.0,50.0,0.005311369895935059,0.00017381483,-0.0002598227991256863,1423.9415203094482,0.0003,-0.5231694616377354,923.237060546875,0.000390625,0.2,1700
172,555,352256,633,-100.0,50.0,0.017391860485076904,0.0005093517,-0.0004521290014963597,1418.1987867355347,0.0003,-0.5176304556429386,742.05615234375,0.000634765625,0.2,1710
173,555,354304,637,-100.0,50.0,0.0,0.0004022687,0.003457921308290679,1427.8880952835084,0.0003,-0.44559099804610014,662.577880859375,0.078515625,0.2,1720
174,555,356352,641,-100.0,50.0,0.0,0.0028354921,0.0017145334597444162,1427.7298637390136,0.0003,-0.4894624397158623,616.3800048828125,0.037939453125,0.2,1730
175,555,358400,644,-100.0,50.0,0.0,0.0028171432,0.0017029383685439824,1428.3666896820068,0.0003,-0.512999595887959,779.2390747070312,0.036767578125,0.2,1740
176,555,360448,648,-100.0,50.0,0.0,0.00018560831,-0.00016267973551293836,1425.808910369873,0.0003,-0.5449898809194564,695.4115600585938,0.0,0.2,1750
177,556,362496,651,-100.0,50.0,0.0,0.0031314532,-0.00043039330921601504,1423.23845539093,0.0003,-0.5811368312686682,599.0079345703125,0.017529296875,0.2,1760
178,556,364544,655,-100.0,50.0,0.020824730396270752,0.0034746458,6.646862311754376e-05,1399.2671716690063,0.0003,-0.6408168619498611,836.1539306640625,0.021240234375,0.2,1770
179,556,366592,659,-100.0,50.0,0.035374999046325684,0.0058064777,-0.000455926128779538,1415.0274536132813,0.0003,-0.6752040544524789,793.797607421875,0.046728515625,0.2,1780
180,556,368640,662,-100.0,50.0,0.0,0.011077451,-0.0002652950293850154,1426.5016513824462,0.0003,-0.5243830237537622,785.6886596679688,0.0181640625,0.2,1790
181,556,370688,666,-100.0,50.0,0.0,0.00024702295,0.000503280182601884,1428.919123840332,0.0003,-0.47302832966670394,843.1589965820312,0.003857421875,0.2,1800
182,556,372736,669,-100.0,50.0,0.02038419246673584,0.0024959315,-0.00265312743576942,1424.191990852356,0.0003,-0.47765387780964375,782.545166015625,0.036083984375,0.2,1810
183,556,374784,673,-100.0,50.0,0.023733973503112793,0.002234851,-0.0008052352437516675,1442.4760318756103,0.0003,-0.5093707152642309,650.4296264648438,0.0150390625,0.2,1820
184,556,376832,677,-100.0,50.0,0.0,0.0008042994,0.0008710879454156383,1433.4292640686035,0.0003,-0.4873366491869092,771.6914672851562,0.03330078125,0.2,1830
185,556,378880,681,-100.0,50.0,0.0,0.018021416,0.002395623228221666,1432.981406402588,0.0003,-0.5265273085795343,718.570556640625,0.025439453125,0.2,1840
186,556,380928,684,-100.0,50.0,0.0,0.0021266756,-0.00013990913867019118,1434.528395652771,0.0003,-0.5766890747472644,694.0860595703125,0.009423828125,0.2,1850
187,556,382976,688,-100.0,50.0,0.07989609241485596,0.0016170617,-0.0009669557650340721,1422.896793937683,0.0003,-0.552108564414084,477.0251159667969,0.0060546875,0.2,1860
188,556,385024,692,-100.0,50.0,0.004997134208679199,0.002902136,-0.0010631516153807752,1442.580821800232,0.0003,-0.4736083451658487,825.9801635742188,0.056787109375,0.2,1870
189,556,387072,695,-100.0,50.0,0.0,0.0069655124,0.0019690231332788245,1431.9809936523438,0.0003,-0.4623458259738982,662.309814453125,0.037939453125,0.2,1880
190,556,389120,699,-100.0,50.0,-1.1920928955078125e-07,0.0022152993,6.245807599043473e-05,1433.2806295394898,0.0003,-0.37891942393034694,711.976806640625,0.011669921875,0.2,1890
191,556,391168,703,-100.0,50.0,0.0,0.00076527265,-0.00030343904509209094,1497.7107778549193,0.0003,-0.35963823134079576,1008.6304321289062,0.0048828125,0.2,1900
192,556,393216,706,-100.0,50.0,0.0,0.0012470232,-0.0007512042764574289,1434.480770111084,0.0003,-0.3696364235132933,628.67236328125,0.021435546875,0.2,1910
193,556,395264,710,-100.0,50.0,5.960464477539063e-08,0.0011349473,0.0011212413781322538,1434.462028503418,0.0003,-0.40314618973061445,727.251953125,0.01669921875,0.2,1920
194,556,397312,714,-100.0,50.0,0.0,0.00055778166,0.0001896691057481803,1432.133854675293,0.0003,-0.4387125072069466,606.4401245117188,0.00205078125,0.2,1930
195,556,399360,717,-100.0,50.0,5.960464477539063e-08,0.0018029157,8.469490567222237e-05,1429.308739089966,0.0003,-0.38417448187246916,790.009521484375,0.035400390625,0.2,1940
196,556,401408,721,-100.0,50.0,0.0,0.0006987272,-3.3536189584992825e-05,1429.0585874557496,0.0003,-0.35633649667724965,828.0101318359375,0.000634765625,0.2,1950
197,556,403456,725,-100.0,50.0,0.0,0.0026401356,-0.0002605609101010486,1428.0035671234132,0.0003,-0.38116638017818333,868.01171875,0.031298828125,0.2,1960
198,556,405504,728,-100.0,50.0,0.0,0.0011153319,-0.0005377979599870741,1429.7823823928834,0.0003,-0.3595989620313048,728.6235961914062,0.015625,0.2,1970
199,556,407552,732,-100.0,50.0,0.03236043453216553,0.00091448106,-0.0004184672128758393,1430.0539457321167,0.0003,-0.32783789802342655,514.3527221679688,0.002978515625,0.2,1980
200,556,409600,736,-100.0,50.0,5.960464477539063e-08,0.00086002145,0.00034853262186516074,1430.5255268096923,0.0003,-0.3382613926194608,490.5192565917969,0.018408203125,0.2,1990
201,556,411648,739,-100.0,50.0,0.0005575418472290039,0.0013118174,0.0002744413446635008,1428.606623840332,0.0003,-0.311804425669834,589.33544921875,0.014453125,0.2,2000
202,556,413696,743,-100.0,50.0,-1.1920928955078125e-07,0.0016517087,-0.00025462562334723773,1431.7318462371827,0.0003,-0.362748512905091,601.1751708984375,0.008154296875,0.2,2010
203,556,415744,746,-100.0,50.0,0.0,0.0020103734,0.0018388456752290948,1431.4104953765868,0.0003,-0.3603023750707507,901.86376953125,0.03291015625,0.2,2020
204,556,417792,750,-100.0,50.0,0.0,0.0033753905,0.00017355416493956,1431.80189743042,0.0003,-0.4178612596355379,612.592041015625,0.05,0.2,2030
205,556,419840,753,-100.0,50.0,0.0020450353622436523,0.0002094366,0.00020836900075664743,1424.9336576461792,0.0003,-0.42253889674320816,700.16943359375,0.0005859375,0.2,2040
206,556,421888,757,-100.0,50.0,-1.1920928955078125e-07,0.00311208,-0.0006924918008735404,1432.4606391906739,0.0003,-0.39599473159760235,597.6927490234375,0.038818359375,0.2,2050
207,556,423936,761,-100.0,50.0,0.0,0.0057638623,0.0001405646442435682,1432.8255674362183,0.0003,-0.40503839291632177,782.5299682617188,0.030419921875,0.2,2060
208,556,425984,765,-100.0,50.0,0.004738748073577881,0.0029636598,-0.0023345436406088994,1424.0570308685303,0.0003,-0.3943365000188351,631.8816528320312,0.02587890625,0.2,2070
209,556,428032,768,-100.0,50.0,0.0,0.0026466304,0.0003986868221545592,1434.4754600524902,0.0003,-0.3913968402892351,686.9320678710938,0.026220703125,0.2,2080
210,556,430080,772,-100.0,50.0,-1.1920928955078125e-07,0.0017809666,-0.0007238550198962912,1436.234607887268,0.0003,-0.3960838962346315,818.6557006835938,0.03115234375,0.2,2090
211,556,432128,776,-100.0,50.0,-1.1920928955078125e-07,0.0006627947,-0.0005840996658662334,1437.6768291473388,0.0003,-0.3899617027491331,544.0859375,0.027099609375,0.2,2100
212,556,434176,779,-100.0,50.0,5.960464477539063e-08,0.00066587515,-0.0009306950814789161,1429.1795726776122,0.0003,-0.47670302260667086,850.9683837890625,0.033154296875,0.2,2110
213,556,436224,783,-100.0,50.0,0.0,0.0009400054,0.0004763392731547356,1432.3197303771972,0.0003,-0.4517846687696874,758.00146484375,0.014501953125,0.2,2120
214,556,438272,787,-100.0,50.0,0.0,0.0019440331,0.00012407694885041565,1434.5247926712036,0.0003,-0.3703296257182956,615.6343383789062,0.032958984375,0.2,2130
215,556,440320,790,-100.0,50.0,0.0,0.0012232179,-0.0007744339702185244,1433.7830202102662,0.0003,-0.3500527227297425,724.8458862304688,0.016845703125,0.2,2140
216,556,442368,794,-100.0,50.0,0.0,0.0019519691,-3.587118699215353e-05,1436.1499422073364,0.0003,-0.38833324825391174,816.7684326171875,0.02333984375,0.2,2150
217,556,444416,797,-100.0,50.0,0.0,0.002253968,-0.0017849503914476373,1434.8401865005494,0.0003,-0.3741828739643097,881.486328125,0.021142578125,0.2,2160
218,556,446464,801,-100.0,50.0,0.0008529424667358398,0.0025007213,-0.0010975117736961692,1419.8205520629883,0.0003,-0.3267983654513955,844.5099487304688,0.028076171875,0.2,2170
219,556,448512,805,-100.0,50.0,0.0,0.0008823956,0.00044251811632420866,1432.7369443893433,0.0003,-0.32669280068948864,706.050537109375,0.016552734375,0.2,2180
220,556,450560,809,-100.0,50.0,0.03965204954147339,0.0014261104,-0.001711220425204374,1425.2562200546265,0.0003,-0.37348568039014934,641.5951538085938,0.019091796875,0.2,2190
221,556,452608,812,-100.0,50.0,0.0,0.00022374623,-5.909416067879647e-05,1430.5571159362794,0.0003,-0.4071785770356655,770.3062133789062,0.01982421875,0.2,2200
222,556,454656,816,-100.0,50.0,0.0,0.0013260469,-5.378701607696712e-05,1431.4078344345094,0.0003,-0.3974095444194973,965.7529296875,0.007275390625,0.2,2210
223,556,456704,820,-100.0,50.0,0.0025539398193359375,0.0006718683,2.010230964515358e-05,1426.337558746338,0.0003,-0.327746972348541,674.2966918945312,0.010791015625,0.2,2220
224,556,458752,823,-100.0,50.0,1.7881393432617188e-07,0.00066912733,-0.0005325544640072622,1427.969267654419,0.0003,-0.3343713177368045,717.1396484375,0.01201171875,0.2,2230
225,556,460800,827,-100.0,50.0,0.008053123950958252,0.0015173042,0.00017460247327107936,1412.9094272613524,0.0003,-0.3313044458627701,661.8770751953125,0.012744140625,0.2,2240
226,556,462848,831,-100.0,50.0,-1.1920928955078125e-07,0.0007549422,7.782904722262174e-05,1427.422412109375,0.0003,-0.35772273214533923,893.35595703125,0.024951171875,0.2,2250
227,556,464896,835,-100.0,50.0,0.032817304134368896,0.00082167354,-0.00041758366860449313,1412.8495138168335,0.0003,-0.37110487949103116,833.427001953125,0.004345703125,0.2,2260
228,556,466944,838,-100.0,50.0,0.0,0.0013668328,0.0008252661267761141,1426.769373512268,0.0003,-0.3948468300513923,712.5963745117188,0.028125,0.2,2270
229,556,468992,842,-100.0,50.0,-1.1920928955078125e-07,0.0013228856,0.00015754812629893423,1425.4055883407593,0.0003,-0.38107649320736525,690.5746459960938,0.018603515625,0.2,2280
230,556,471040,846,-100.0,50.0,0.0,0.0035261144,2.0201185543555765e-05,1426.6912422180176,0.0003,-0.3848166285082698,819.7957153320312,0.01728515625,0.2,2290
231,556,473088,850,-100.0,50.0,0.03945809602737427,0.00078450737,-0.00014557834365405142,1415.3092008590697,0.0003,-0.29127486757934096,555.4803466796875,0.023583984375,0.2,2300
232,556,475136,854,-100.0,50.0,-1.1920928955078125e-07,0.0007918881,-0.0009353735018521548,1429.859543991089,0.0003,-0.3612226450815797,851.0309448242188,0.0138671875,0.2,2310
233,556,477184,858,-100.0,50.0,0.05117720365524292,0.00049101084,0.00039482542924815787,1421.7244132995606,0.0003,-0.3539451822638512,581.0975952148438,0.018994140625,0.2,2320
234,556,479232,861,-100.0,50.0,-1.1920928955078125e-07,0.001085618,0.000184126608655788,1432.458830833435,0.0003,-0.3775502790696919,626.2554931640625,0.009130859375,0.2,2330
235,556,481280,865,-100.0,50.0,0.0,0.0012386589,-0.0003108966862782836,1434.2853775024414,0.0003,-0.32697456143796444,817.751708984375,0.019140625,0.2,2340
236,556,483328,868,-100.0,50.0,0.054126620292663574,0.0028327424,-0.0004511873790761456,1426.3296964645385,0.0003,-0.3489198135212064,669.5484619140625,0.0111328125,0.2,2350
237,556,485376,872,-100.0,50.0,5.960464477539063e-08,0.00045335162,0.0005807315115816891,1427.968514060974,0.0003,-0.27052090391516687,498.47003173828125,0.0103515625,0.2,2360
238,556,487424,876,-100.0,50.0,0.0,0.0015753233,-0.00029391616699285804,1433.1725788116455,0.0003,-0.24682884914800524,652.5587158203125,0.018798828125,0.2,2370
239,556,489472,880,-100.0,50.0,5.960464477539063e-08,0.00047739875,-0.0010290708436514252,1435.078231239319,0.0003,-0.26395055507309734,802.976318359375,0.018798828125,0.2,2380
240,555,491520,884,-100.0,50.0,0.0,0.0007823206,-0.0010838268412044273,1436.2962579727173,0.0003,-0.23382458328269423,871.9942016601562,0.00625,0.2,2390
241,555,493568,887,-100.0,50.0,5.960464477539063e-08,0.0011743249,-8.100582635961473e-05,1436.6861639022827,0.0003,-0.18682833705097437,802.976318359375,0.01220703125,0.2,2400
242,555,495616,891,-100.0,50.0,0.0,0.0009769863,-2.120794670190662e-05,1435.9049789428711,0.0003,-0.17987599717453123,480.2599182128906,0.0068359375,0.2,2410
243,555,497664,895,-100.0,50.0,0.0,0.0007356063,0.0002211115323007107,1434.5190757751466,0.0003,-0.18950982256792487,882.400634765625,0.00576171875,0.2,2420
244,555,499712,899,-100.0,50.0,0.0,0.00022464083,-0.00014215138799045235,1431.3061248779297,0.0003,-0.1815017132088542,816.2427978515625,0.002685546875,0.2,2430
245,555,501760,902,-100.0,50.0,5.960464477539063e-08,0.0005369858,0.0002280403336044401,1430.858187866211,0.0003,-0.20537151354365052,608.4527587890625,0.011865234375,0.2,2440
246,555,503808,906,-100.0,50.0,0.0,0.0010760955,0.00020955768995918335,1430.5943881988526,0.0003,-0.22009246139787136,631.3203735351562,0.019189453125,0.2,2450
247,555,505856,910,-100.0,50.0,0.0011243820190429688,0.00077826635,-0.0008182966033928096,1412.312232017517,0.0003,-0.15930157299153508,766.3926391601562,0.010302734375,0.2,2460
248,555,507904,914,-100.0,50.0,0.0,0.0009891157,-0.0006725068960804492,1427.6657304763794,0.0003,-0.154123976547271,710.0161743164062,0.011376953125,0.2,2470
249,555,509952,917,-100.0,50.0,-1.1920928955078125e-07,0.001000638,3.322671400383115e-05,1426.0035823822022,0.0003,-0.1396271970588714,897.4248046875,0.005419921875,0.2,2480
250,555,512000,921,-100.0,50.0,0.0,0.0014966922,0.0004816734144696966,1425.4142795562743,0.0003,-0.1375321365427226,790.8506469726562,0.008447265625,0.2,2490
251,555,514048,925,-100.0,50.0,5.960464477539063e-08,0.00041791788,-0.0006529175720061175,1424.253044128418,0.0003,-0.10844977751839906,824.5912475585938,0.010546875,0.2,2500
252,555,516096,929,-100.0,50.0,0.0,0.00010014759,-0.0003215799879399128,1424.4857666015625,0.0003,-0.11081655398011207,639.3319091796875,0.003857421875,0.2,2510
253,555,518144,932,-100.0,50.0,0.0,0.00034442748,-0.00036276347236707807,1425.4814556121826,0.0003,-0.11262366704177111,556.6726684570312,0.0056640625,0.2,2520
254,555,520192,936,-100.0,50.0,5.960464477539063e-08,3.0439609e-05,0.00010628549207467586,1426.5539930343627,0.0003,-0.0953192733693868,575.0152587890625,0.00244140625,0.2,2530
255,555,522240,940,-100.0,50.0,1.7881393432617188e-07,0.00087868574,-0.0006465917380410246,1428.0720830917357,0.0003,-0.11558968343306333,559.9618530273438,0.0095703125,0.2,2540
256,555,524288,943,-100.0,50.0,5.960464477539063e-08,0.00075913756,-0.0008902890142053366,1428.9750898361206,0.0003,-0.1102669230196625,688.0638427734375,0.01357421875,0.2,2550
257,555,526336,947,-100.0,50.0,0.0,0.0003723659,0.0004303887137211859,1429.997378730774,0.0003,-0.09924583812244236,890.1112060546875,0.008642578125,0.2,2560
258,555,528384,951,-100.0,50.0,-1.1920928955078125e-07,0.0002432538,-0.0003099597670370713,1431.014305114746,0.0003,-0.11002877026330679,819.3994750976562,0.005224609375,0.2,2570
259,555,530432,955,-100.0,50.0,0.0,0.00027886388,-0.0001404319249559194,1432.1567512512206,0.0003,-0.1032790981931612,907.92138671875,0.0037109375,0.2,2580
260,555,532480,958,-100.0,50.0,0.0,0.0006547755,-0.0005513544369023293,1432.6232280731201,0.0003,-0.08939005676656961,891.33935546875,0.003271484375,0.2,2590
261,555,534528,962,-100.0,50.0,0.0,0.00066149526,-0.00034729349717963485,1434.4017488479615,0.0003,-0.09250684466678649,807.8868408203125,0.005078125,0.2,2600
262,555,536576,966,-100.0,50.0,0.0,0.0003498535,0.00018527502252254635,1426.7307207107544,0.0003,-0.10626253567170352,778.6978759765625,0.006591796875,0.2,2610
263,555,538624,969,-100.0,50.0,0.0,0.00029671137,-0.0002201717783464119,1430.9229290008545,0.0003,-0.0847168364096433,951.2685546875,0.003173828125,0.2,2620
264,555,540672,973,-100.0,50.0,0.0,0.0006787857,-0.0005088825389975681,1433.9310157775878,0.0003,-0.1083736178232357,760.4973754882812,0.007666015625,0.2,2630
265,555,542720,976,-100.0,50.0,0.0,0.00033245084,0.0002748526079813018,1435.376272392273,0.0003,-0.09988243544939905,722.5361328125,0.0103515625,0.2,2640
266,555,544768,980,-100.0,50.0,0.0,0.00034263576,-0.00014091020711930468,1437.116445159912,0.0003,-0.0921360281528905,777.532470703125,0.0005859375,0.2,2650
267,555,546816,983,-100.0,50.0,-1.1920928955078125e-07,0.0002386224,-0.0002672668852028437,1436.2673666000367,0.0003,-0.1217092755017802,731.8425903320312,0.005712890625,0.2,2660
268,555,548864,987,-100.0,50.0,5.960464477539063e-08,0.0008905463,-0.0006682490493403748,1435.6519241333008,0.0003,-0.10895630801096559,789.1672973632812,0.01201171875,0.2,2670
269,555,550912,991,-100.0,50.0,-1.1920928955078125e-07,0.000342218,0.00030712503648828716,1433.8949171066283,0.0003,-0.11230736922007054,823.5626831054688,0.00283203125,0.2,2680
270,555,552960,994,-100.0,50.0,-1.1920928955078125e-07,5.6896737e-05,-6.682071834802627e-05,1433.2646286010743,0.0003,-0.14726186962798238,582.7894287109375,0.00419921875,0.2,2690
271,555,555008,998,-100.0,50.0,0.0,0.0014172359,-0.000292315537808463,1431.888900756836,0.0003,-0.11928515788167715,580.8695068359375,0.017138671875,0.2,2700
272,556,557056,1001,-100.0,50.0,0.0,0.00028802865,-0.0003929375990992412,1430.894955444336,0.0003,-0.13274001420941203,906.5855102539062,0.00703125,0.2,2710
273,556,559104,1005,-100.0,50.0,-1.1920928955078125e-07,0.00043495104,-0.0006893980229506269,1430.6219310760498,0.0003,-0.15950773865915835,664.1217041015625,0.0111328125,0.2,2720
274,556,561152,1009,-100.0,50.0,0.0,0.0017220385,0.0004218728863634169,1430.482699775696,0.0003,-0.16623012027703227,529.1922607421875,0.007177734375,0.2,2730
275,556,563200,1012,-100.0,50.0,5.960464477539063e-08,0.00037945114,-0.0005545280349906534,1430.207127571106,0.0003,-0.12198319649323822,620.8230590820312,0.0052734375,0.2,2740
276,556,565248,1016,-100.0,50.0,0.0,0.0005786213,-0.00034688156738411636,1429.6486658096314,0.0003,-0.12613861002027987,746.389404296875,0.005859375,0.2,2750
277,556,567296,1019,-100.0,50.0,0.0,0.00038442964,-0.0003145372756989673,1429.060725593567,0.0003,-0.11990199112333358,560.3594360351562,0.00859375,0.2,2760
278,556,569344,1023,-100.0,50.0,5.960464477539063e-08,0.00029919064,-0.0003146592993289232,1429.485935974121,0.0003,-0.1217468191869557,869.5593872070312,0.0037109375,0.2,2770
279,556,571392,1027,-100.0,50.0,0.0,0.00016007593,-7.744708273094147e-05,1429.2526079177856,0.0003,-0.13229758816305548,759.6617431640625,0.0029296875,0.2,2780
280,556,573440,1031,-100.0,50.0,0.0,0.00052310765,-0.0006713315058732405,1429.8867050170898,0.0003,-0.16404702952131628,621.2000732421875,0.01142578125,0.2,2790
281,556,575488,1034,-100.0,50.0,0.0,0.0012843288,-0.0005096150896861217,1430.520069694519,0.0003,-0.1909198841545731,784.960693359375,0.01953125,0.2,2800
282,556,577536,1038,-100.0,50.0,0.0,0.00021937117,0.0002379770390689373,1431.824501991272,0.0003,-0.18744940520264208,987.7205200195312,0.008544921875,0.2,2810
283,556,579584,1041,-100.0,50.0,0.0,0.00060562056,-0.0006033679354004561,1432.7355587005616,0.0003,-0.22948201801627874,788.3922119140625,0.010302734375,0.2,2820
284,556,581632,1045,-100.0,50.0,1.1742115020751953e-05,0.0012571148,0.0003142832225421444,1431.5104751586914,0.0003,-0.3124114632606506,748.3944091796875,0.03017578125,0.2,2830
285,556,583680,1049,-100.0,50.0,0.0,0.00027902503,-0.0015191118523944168,1434.9077941894532,0.0003,-0.31720400964841244,724.48046875,0.028515625,0.2,2840
286,556,585728,1052,-100.0,50.0,0.0,0.0050057136,0.0007181592125562019,1435.6769750595092,0.0003,-0.3302400495857,862.0748901367188,0.02255859375,0.2,2850
287,556,587776,1056,-100.0,50.0,-1.1920928955078125e-07,0.001661305,0.00048412454489152876,1428.4083625793457,0.0003,-0.34878451088443396,577.917236328125,0.01953125,0.2,2860
288,556,589824,1059,-100.0,50.0,0.0,0.00049250235,0.0001599452327354811,1433.9881771087646,0.0003,-0.38058165619149803,999.6190795898438,0.00908203125,0.2,2870
289,556,591872,1063,-100.0,50.0,0.0,0.0030805138,0.001019405006081797,1436.1616582870483,0.0003,-0.4151130398735404,1088.2288818359375,0.029833984375,0.2,2880
290,556,593920,1067,-100.0,50.0,0.0,0.0041509587,-0.0008582983398810029,1437.0797117233276,0.0003,-0.4392371346242726,839.2192993164062,0.02138671875,0.2,2890
291,556,595968,1070,-100.0,50.0,-1.1920928955078125e-07,0.00022257838,0.0005324190104147419,1438.1611083984376,0.0003,-0.39663957729935645,871.8053588867188,0.0076171875,0.2,2900
292,556,598016,1074,-100.0,50.0,0.0,0.00039116817,-0.0004996083254809492,1437.616192626953,0.0003,-0.407948575168848,582.4437866210938,0.00556640625,0.2,2910
293,556,600064,1078,-100.0,50.0,0.0,0.0017344055,-0.0016927843593293802,1436.6856218338012,0.0003,-0.4781452096067369,607.9208374023438,0.03330078125,0.2,2920
294,556,602112,1081,-100.0,50.0,0.0,0.0018080237,0.0006043526795110665,1435.44944190979,0.0003,-0.39737391779199244,936.2623901367188,0.019140625,0.2,2930
295,556,604160,1085,-100.0,50.0,0.0,0.0019430851,-0.0014859219067147934,1434.2821578979492,0.0003,-0.344425761513412,864.7636108398438,0.01884765625,0.2,2940
296,556,606208,1089,-100.0,50.0,5.960464477539063e-08,0.00024860768,0.0002710523287532851,1432.2886121749877,0.0003,-0.34171958472579717,597.8509521484375,0.003955078125,0.2,2950
297,556,608256,1093,-100.0,50.0,-1.1920928955078125e-07,0.00035848358,0.00018737715727183967,1431.6158319473266,0.0003,-0.33031013756990435,517.00146484375,0.008984375,0.2,2960
298,556,610304,1096,-100.0,50.0,0.0,0.00028879312,-0.0002699221426155418,1430.8109321594238,0.0003,-0.3201544973067939,643.8063354492188,0.002783203125,0.2,2970
299,556,612352,1100,-100.0,50.0,0.0,0.0002596248,-8.149074274115265e-05,1429.3907442092896,0.0003,-0.3184699180535972,628.3274536132812,0.00302734375,0.2,2980
300,556,614400,1104,-100.0,50.0,0.0,0.000247009,2.983420272357762e-05,1428.7132486343385,0.0003,-0.2689306081738323,737.172607421875,0.00302734375,0.2,2990
301,556,616448,1107,-100.0,50.0,-1.1920928955078125e-07,0.0012904624,-3.2983807614073157e-06,1427.5000549316405,0.0003,-0.2620667540002614,702.027587890625,0.016162109375,0.2,3000
302,556,618496,1111,-100.0,50.0,5.960464477539063e-08,0.00018456296,0.00037758256366942077,1427.2891222000121,0.0003,-0.22920883558690547,568.815673828125,0.005712890625,0.2,3010
303,556,620544,1114,-100.0,50.0,0.0,0.0006927721,-0.0003018491144757718,1427.8827840805054,0.0003,-0.24957224912941456,701.0557861328125,0.0037109375,0.2,3020
304,556,622592,1118,-100.0,50.0,3.409385681152344e-05,0.0005769653,-0.00011268061061855405,1428.7374338150025,0.0003,-0.22723235487937926,721.2467041015625,0.013232421875,0.2,3030
305,556,624640,1122,-100.0,50.0,0.0,0.00035377254,5.790255090687424e-05,1429.5343574523927,0.0003,-0.24687232971191406,771.2572021484375,0.010205078125,0.2,3040
306,556,626688,1125,-100.0,50.0,0.0,0.00021181506,0.0002214042891864665,1430.5819515228272,0.0003,-0.2675938489381224,832.5430297851562,0.01201171875,0.2,3050
307,556,628736,1129,-100.0,50.0,0.0,0.0006197366,-0.00035072188184130936,1431.68614692688,0.0003,-0.27549559478648006,582.1507568359375,0.0087890625,0.2,3060
308,556,630784,1132,-100.0,50.0,-1.1920928955078125e-07,0.001876171,-0.0003483029271592386,1432.957808113098,0.0003,-0.2885979862883687,967.615966796875,0.013330078125,0.2,3070
309,556,632832,1136,-100.0,50.0,-1.1920928955078125e-07,0.00021086121,5.695036961697042e-05,1434.1804557800292,0.0003,-0.30511592198163273,604.556396484375,0.01044921875,0.2,3080
310,556,634880,1140,-100.0,50.0,0.0,0.00027110692,-3.70028632460162e-05,1435.9564737319947,0.0003,-0.3220074069686234,837.930419921875,0.0091796875,0.2,3090
311,556,636928,1143,-100.0,50.0,5.960464477539063e-08,0.0020024464,-0.00016761520237196237,1437.167189025879,0.0003,-0.33670650226995347,929.7392578125,0.0134765625,0.2,3100
